time,price
2025-12-11 15:27:00+00:00,90378.55
2025-12-11 15:28:00+00:00,90391.0
2025-12-11 15:29:00+00:00,90365.72
2025-12-11 15:30:00+00:00,90261.99
2025-12-11 15:31:00+00:00,90136.0
2025-12-11 15:32:00+00:00,90118.0
2025-12-11 15:33:00+00:00,90196.0
2025-12-11 15:34:00+00:00,90123.12
2025-12-11 15:35:00+00:00,90108.0
2025-12-11 15:36:00+00:00,90101.0
2025-12-11 15:37:00+00:00,90075.41
2025-12-11 15:38:00+00:00,90078.0
2025-12-11 15:39:00+00:00,89947.0
2025-12-11 15:40:00+00:00,89834.0
2025-12-11 15:41:00+00:00,89737.0
2025-12-11 15:42:00+00:00,89871.0
2025-12-11 15:43:00+00:00,89844.0
2025-12-11 15:44:00+00:00,89839.67
2025-12-11 15:45:00+00:00,89841.0
2025-12-11 15:46:00+00:00,89976.3
2025-12-11 15:47:00+00:00,89943.0
2025-12-11 15:48:00+00:00,89944.0
2025-12-11 15:49:00+00:00,89767.0
2025-12-11 15:50:00+00:00,89697.99
2025-12-11 15:51:00+00:00,89682.0
2025-12-11 15:52:00+00:00,89751.6
2025-12-11 15:53:00+00:00,89705.0
2025-12-11 15:54:00+00:00,89825.0
2025-12-11 15:55:00+00:00,89772.0
2025-12-11 15:56:00+00:00,89847.94
2025-12-11 15:57:00+00:00,89871.99
2025-12-11 15:58:00+00:00,89827.7
2025-12-11 15:59:00+00:00,89966.0
2025-12-11 16:00:00+00:00,89889.0
2025-12-11 16:01:00+00:00,89902.01
2025-12-11 16:02:00+00:00,89771.65
2025-12-11 16:03:00+00:00,89738.0
2025-12-11 16:04:00+00:00,89764.0
2025-12-11 16:05:00+00:00,89769.99
2025-12-11 16:06:00+00:00,89621.0
2025-12-11 16:07:00+00:00,89564.34
2025-12-11 16:08:00+00:00,89553.67
2025-12-11 16:09:00+00:00,89530.0
2025-12-11 16:10:00+00:00,89424.38
2025-12-11 16:11:00+00:00,89417.99
2025-12-11 16:12:00+00:00,89454.79
2025-12-11 16:13:00+00:00,89374.0
2025-12-11 16:14:00+00:00,89402.06
2025-12-11 16:15:00+00:00,89402.82
2025-12-11 16:16:00+00:00,89388.03
2025-12-11 16:17:00+00:00,89350.48
2025-12-11 16:18:00+00:00,89400.2
2025-12-11 16:19:00+00:00,89466.0
2025-12-11 16:20:00+00:00,89523.5
2025-12-11 16:21:00+00:00,89632.59
2025-12-11 16:22:00+00:00,89624.0
2025-12-11 16:23:00+00:00,89554.7
2025-12-11 16:24:00+00:00,89646.0
2025-12-11 16:25:00+00:00,89648.0
2025-12-11 16:26:00+00:00,89542.3
2025-12-11 16:27:00+00:00,89601.8
2025-12-11 16:28:00+00:00,89604.0
2025-12-11 16:29:00+00:00,89539.99
2025-12-11 16:30:00+00:00,89566.0
2025-12-11 16:31:00+00:00,89643.98
2025-12-11 16:32:00+00:00,89473.41
2025-12-11 16:33:00+00:00,89521.0
2025-12-11 16:34:00+00:00,89636.73
2025-12-11 16:35:00+00:00,89599.97
2025-12-11 16:36:00+00:00,89560.0
2025-12-11 16:37:00+00:00,89645.98
2025-12-11 16:38:00+00:00,89764.0
2025-12-11 16:39:00+00:00,89837.84
2025-12-11 16:40:00+00:00,89901.4
2025-12-11 16:41:00+00:00,89914.77
2025-12-11 16:42:00+00:00,90016.03
2025-12-11 16:43:00+00:00,90026.0
2025-12-11 16:44:00+00:00,90014.6
2025-12-11 16:45:00+00:00,89965.6
2025-12-11 16:46:00+00:00,90081.0
2025-12-11 16:47:00+00:00,90166.23
2025-12-11 16:48:00+00:00,90072.13
2025-12-11 16:49:00+00:00,90066.02
2025-12-11 16:50:00+00:00,90088.24
2025-12-11 16:51:00+00:00,90002.26
2025-12-11 16:52:00+00:00,89909.0
2025-12-11 16:53:00+00:00,89917.6
2025-12-11 16:54:00+00:00,89824.43
2025-12-11 16:55:00+00:00,89768.01
2025-12-11 16:56:00+00:00,89791.05
2025-12-11 16:57:00+00:00,89736.01
2025-12-11 16:58:00+00:00,89645.97
2025-12-11 16:59:00+00:00,89663.0
2025-12-11 17:00:00+00:00,89753.4
2025-12-11 17:01:00+00:00,89742.01
2025-12-11 17:02:00+00:00,89709.1
2025-12-11 17:03:00+00:00,89680.0
2025-12-11 17:04:00+00:00,89700.0
2025-12-11 17:05:00+00:00,89798.15
2025-12-11 17:06:00+00:00,89867.0
2025-12-11 17:07:00+00:00,89794.0
2025-12-11 17:08:00+00:00,89826.02
2025-12-11 17:09:00+00:00,89796.01
2025-12-11 17:10:00+00:00,89825.73
2025-12-11 17:11:00+00:00,89863.95
2025-12-11 17:12:00+00:00,89799.0
2025-12-11 17:13:00+00:00,89845.48
2025-12-11 17:14:00+00:00,89885.0
2025-12-11 17:15:00+00:00,89877.0
2025-12-11 17:16:00+00:00,89873.0
2025-12-11 17:17:00+00:00,89909.0
2025-12-11 17:18:00+00:00,89880.02
2025-12-11 17:19:00+00:00,89912.0
2025-12-11 17:20:00+00:00,89938.0
2025-12-11 17:21:00+00:00,89995.51
2025-12-11 17:22:00+00:00,89981.0
2025-12-11 17:23:00+00:00,90012.15
2025-12-11 17:24:00+00:00,90073.63
2025-12-11 17:25:00+00:00,90105.02
2025-12-11 17:26:00+00:00,90140.0
2025-12-11 17:27:00+00:00,90221.99
2025-12-11 17:28:00+00:00,90231.0
2025-12-11 17:29:00+00:00,90159.55
2025-12-11 17:30:00+00:00,90083.3
2025-12-11 17:31:00+00:00,90110.51
2025-12-11 17:32:00+00:00,90110.01
2025-12-11 17:33:00+00:00,90017.82
2025-12-11 17:34:00+00:00,90000.4
2025-12-11 17:35:00+00:00,90052.6
2025-12-11 17:36:00+00:00,89998.0
2025-12-11 17:37:00+00:00,90055.0
2025-12-11 17:38:00+00:00,90240.37
2025-12-11 17:39:00+00:00,90161.0
2025-12-11 17:40:00+00:00,90173.28
2025-12-11 17:41:00+00:00,90118.34
2025-12-11 17:42:00+00:00,90065.0
2025-12-11 17:43:00+00:00,90050.0
2025-12-11 17:44:00+00:00,90035.98
2025-12-11 17:45:00+00:00,90071.0
2025-12-11 17:46:00+00:00,90121.85
2025-12-11 17:47:00+00:00,90136.0
2025-12-11 17:48:00+00:00,90088.74
2025-12-11 17:49:00+00:00,90034.0
2025-12-11 17:50:00+00:00,90045.86
2025-12-11 17:51:00+00:00,89986.42
2025-12-11 17:52:00+00:00,89993.0
2025-12-11 17:53:00+00:00,89971.0
2025-12-11 17:54:00+00:00,90009.8
2025-12-11 17:55:00+00:00,90003.05
2025-12-11 17:56:00+00:00,90009.9
2025-12-11 17:57:00+00:00,90011.18
2025-12-11 17:58:00+00:00,89965.6
2025-12-11 17:59:00+00:00,89992.36
2025-12-11 18:00:00+00:00,89979.65
2025-12-11 18:01:00+00:00,89928.0
2025-12-11 18:02:00+00:00,89994.0
2025-12-11 18:03:00+00:00,90111.99
2025-12-11 18:04:00+00:00,90155.7
2025-12-11 18:05:00+00:00,90199.9
2025-12-11 18:06:00+00:00,90217.05
2025-12-11 18:07:00+00:00,90224.01
2025-12-11 18:08:00+00:00,90196.0
2025-12-11 18:09:00+00:00,90224.4
2025-12-11 18:10:00+00:00,90217.06
2025-12-11 18:11:00+00:00,90221.0
2025-12-11 18:12:00+00:00,90197.96
2025-12-11 18:13:00+00:00,90362.24
2025-12-11 18:14:00+00:00,90406.02
2025-12-11 18:15:00+00:00,90340.1
2025-12-11 18:16:00+00:00,90358.01
2025-12-11 18:17:00+00:00,90432.03
2025-12-11 18:18:00+00:00,90412.81
2025-12-11 18:19:00+00:00,90416.02
2025-12-11 18:20:00+00:00,90439.85
2025-12-11 18:21:00+00:00,90476.05
2025-12-11 18:22:00+00:00,90479.72
2025-12-11 18:23:00+00:00,90416.8
2025-12-11 18:24:00+00:00,90255.99
2025-12-11 18:25:00+00:00,90339.59
2025-12-11 18:26:00+00:00,90398.96
2025-12-11 18:27:00+00:00,90310.82
2025-12-11 18:28:00+00:00,90353.47
2025-12-11 18:29:00+00:00,90406.8
2025-12-11 18:30:00+00:00,90358.0
2025-12-11 18:31:00+00:00,90350.44
2025-12-11 18:32:00+00:00,90347.2
2025-12-11 18:33:00+00:00,90343.91
2025-12-11 18:34:00+00:00,90384.59
2025-12-11 18:35:00+00:00,90362.01
2025-12-11 18:36:00+00:00,90479.2
2025-12-11 18:37:00+00:00,90589.34
2025-12-11 18:38:00+00:00,90553.5
2025-12-11 18:39:00+00:00,90500.0
2025-12-11 18:40:00+00:00,90581.0
2025-12-11 18:41:00+00:00,90554.1
2025-12-11 18:42:00+00:00,90606.0
2025-12-11 18:43:00+00:00,90899.0
2025-12-11 18:44:00+00:00,90993.0
2025-12-11 18:45:00+00:00,91164.9
2025-12-11 18:46:00+00:00,91037.0
2025-12-11 18:47:00+00:00,91176.0
2025-12-11 18:48:00+00:00,91140.0
2025-12-11 18:49:00+00:00,90856.01
2025-12-11 18:50:00+00:00,90895.99
2025-12-11 18:51:00+00:00,90938.94
2025-12-11 18:52:00+00:00,90775.0
2025-12-11 18:53:00+00:00,90665.0
2025-12-11 18:54:00+00:00,90686.05
2025-12-11 18:55:00+00:00,90645.99
2025-12-11 18:56:00+00:00,90538.0
2025-12-11 18:57:00+00:00,90666.44
2025-12-11 18:58:00+00:00,90622.23
2025-12-11 18:59:00+00:00,90657.0
2025-12-11 19:00:00+00:00,90708.37
2025-12-11 19:01:00+00:00,90806.09
2025-12-11 19:02:00+00:00,90902.03
2025-12-11 19:03:00+00:00,90803.98
2025-12-11 19:04:00+00:00,90821.05
2025-12-11 19:05:00+00:00,90753.0
2025-12-11 19:06:00+00:00,90650.0
2025-12-11 19:07:00+00:00,90642.0
2025-12-11 19:08:00+00:00,90712.0
2025-12-11 19:09:00+00:00,90616.1
2025-12-11 19:10:00+00:00,90741.0
2025-12-11 19:11:00+00:00,90751.89
2025-12-11 19:12:00+00:00,90691.53
2025-12-11 19:13:00+00:00,90671.03
2025-12-11 19:14:00+00:00,90738.0
2025-12-11 19:15:00+00:00,90809.9
2025-12-11 19:16:00+00:00,90769.67
2025-12-11 19:17:00+00:00,90771.0
2025-12-11 19:18:00+00:00,90883.61
2025-12-11 19:19:00+00:00,90973.64
2025-12-11 19:20:00+00:00,90933.36
2025-12-11 19:21:00+00:00,90869.92
2025-12-11 19:22:00+00:00,91016.01
2025-12-11 19:23:00+00:00,91134.03
2025-12-11 19:24:00+00:00,91183.79
2025-12-11 19:25:00+00:00,91169.41
2025-12-11 19:26:00+00:00,91115.99
2025-12-11 19:27:00+00:00,91056.0
2025-12-11 19:28:00+00:00,91092.0
2025-12-11 19:29:00+00:00,91147.0
2025-12-11 19:30:00+00:00,91146.36
2025-12-11 19:31:00+00:00,91217.0
2025-12-11 19:32:00+00:00,91281.0
2025-12-11 19:33:00+00:00,91325.0
2025-12-11 19:34:00+00:00,91244.4
2025-12-11 19:35:00+00:00,91328.0
2025-12-11 19:36:00+00:00,91348.0
2025-12-11 19:37:00+00:00,91491.98
2025-12-11 19:38:00+00:00,91500.0
2025-12-11 19:39:00+00:00,91511.76
2025-12-11 19:40:00+00:00,91436.0
2025-12-11 19:41:00+00:00,91434.0
2025-12-11 19:42:00+00:00,91416.0
2025-12-11 19:43:00+00:00,91430.13
2025-12-11 19:44:00+00:00,91361.0
2025-12-11 19:45:00+00:00,91396.0
2025-12-11 19:46:00+00:00,91330.01
2025-12-11 19:47:00+00:00,91381.1
2025-12-11 19:48:00+00:00,91402.74
2025-12-11 19:49:00+00:00,91362.0
2025-12-11 19:50:00+00:00,91416.68
2025-12-11 19:51:00+00:00,91439.95
2025-12-11 19:52:00+00:00,91308.0
2025-12-11 19:53:00+00:00,91117.99
2025-12-11 19:54:00+00:00,91083.98
2025-12-11 19:55:00+00:00,90974.0
2025-12-11 19:56:00+00:00,90987.04
2025-12-11 19:57:00+00:00,91039.99
2025-12-11 19:58:00+00:00,90816.0
2025-12-11 19:59:00+00:00,90873.94
2025-12-11 20:00:00+00:00,90853.99
2025-12-11 20:01:00+00:00,90933.97
2025-12-11 20:02:00+00:00,90967.99
2025-12-11 20:03:00+00:00,91080.06
2025-12-11 20:04:00+00:00,91124.02
2025-12-11 20:05:00+00:00,91117.98
2025-12-11 20:06:00+00:00,91044.06
2025-12-11 20:07:00+00:00,91119.44
2025-12-11 20:08:00+00:00,91153.99
2025-12-11 20:09:00+00:00,91264.04
2025-12-11 20:10:00+00:00,91281.99
2025-12-11 20:11:00+00:00,91270.01
2025-12-11 20:12:00+00:00,91437.75
2025-12-11 20:13:00+00:00,91364.0
2025-12-11 20:14:00+00:00,91378.64
2025-12-11 20:15:00+00:00,91380.0
2025-12-11 20:16:00+00:00,91416.03
2025-12-11 20:17:00+00:00,91450.0
2025-12-11 20:18:00+00:00,91409.0
2025-12-11 20:19:00+00:00,91255.0
2025-12-11 20:20:00+00:00,91224.0
2025-12-11 20:21:00+00:00,91154.15
2025-12-11 20:22:00+00:00,91216.0
2025-12-11 20:23:00+00:00,91256.1
2025-12-11 20:24:00+00:00,91236.0
2025-12-11 20:25:00+00:00,91150.01
2025-12-11 20:26:00+00:00,91023.98
2025-12-11 20:27:00+00:00,91002.21
2025-12-11 20:28:00+00:00,91043.58
2025-12-11 20:29:00+00:00,91067.55
2025-12-11 20:30:00+00:00,91068.58
2025-12-11 20:31:00+00:00,91092.78
2025-12-11 20:32:00+00:00,91177.84
2025-12-11 20:33:00+00:00,91189.98
2025-12-11 20:34:00+00:00,91487.25
2025-12-11 20:35:00+00:00,91450.39
2025-12-11 20:36:00+00:00,91309.55
2025-12-11 20:37:00+00:00,91320.47
2025-12-11 20:38:00+00:00,91313.0
2025-12-11 20:39:00+00:00,91401.99
2025-12-11 20:40:00+00:00,91463.6
2025-12-11 20:41:00+00:00,91504.02
2025-12-11 20:42:00+00:00,91591.99
