timestamp,open,high,low,close,volume,symbol
2025-12-19 09:55:00+00:00,88063.43,88105.04,88051.46,88105.03,21.69093,BTC
2025-12-19 10:00:00+00:00,88105.03,88300.5,88078.98,88296.82,46.54498,BTC
2025-12-19 10:05:00+00:00,88296.82,88296.83,88036.75,88059.84,38.2643,BTC
2025-12-19 10:10:00+00:00,88058.54,88185.37,88058.54,88185.37,15.73035,BTC
2025-12-19 10:15:00+00:00,88185.37,88249.99,88135.86,88165.26,34.7089,BTC
2025-12-19 10:20:00+00:00,88165.27,88178.49,87950.0,88012.95,55.45433,BTC
2025-12-19 10:25:00+00:00,88012.96,88063.43,87921.41,87955.83,53.39153,BTC
2025-12-19 10:30:00+00:00,87955.83,88009.24,87933.12,87955.93,30.65502,BTC
2025-12-19 10:35:00+00:00,87955.92,88002.0,87955.92,87998.28,12.78678,BTC
2025-12-19 10:40:00+00:00,87998.29,88132.06,87998.28,88065.02,29.15408,BTC
2025-12-19 10:45:00+00:00,88065.03,88341.29,88065.02,88188.24,98.53618,BTC
2025-12-19 10:50:00+00:00,88188.23,88313.07,88154.79,88281.55,61.76454,BTC
2025-12-19 10:55:00+00:00,88281.55,88302.72,88248.79,88267.09,50.0877,BTC
2025-12-19 11:00:00+00:00,88267.09,88341.62,88187.01,88221.38,36.87139,BTC
2025-12-19 11:05:00+00:00,88221.37,88228.74,88139.57,88153.66,19.43651,BTC
2025-12-19 11:10:00+00:00,88153.65,88385.06,88138.51,88337.97,39.94467,BTC
2025-12-19 11:15:00+00:00,88337.96,88379.43,88191.95,88197.52,21.46989,BTC
2025-12-19 11:20:00+00:00,88197.51,88350.0,88181.74,88198.74,23.12567,BTC
2025-12-19 11:25:00+00:00,88198.75,88331.01,88180.0,88281.59,38.67599,BTC
2025-12-19 11:30:00+00:00,88281.58,88362.37,88266.3,88342.0,44.01133,BTC
2025-12-19 11:35:00+00:00,88341.99,88349.17,88165.26,88239.99,28.44614,BTC
2025-12-19 11:40:00+00:00,88240.0,88300.0,88237.78,88287.73,16.39979,BTC
2025-12-19 11:45:00+00:00,88287.74,88315.55,88281.0,88303.13,27.3557,BTC
2025-12-19 11:50:00+00:00,88303.13,88324.86,88225.8,88246.39,26.88685,BTC
2025-12-19 11:55:00+00:00,88246.39,88249.61,88185.48,88198.7,26.1738,BTC
2025-12-19 12:00:00+00:00,88198.7,88252.02,88012.0,88066.93,62.64079,BTC
2025-12-19 12:05:00+00:00,88066.93,88100.78,87886.9,87973.31,74.72451,BTC
2025-12-19 12:10:00+00:00,87973.31,88256.91,87951.75,88203.02,54.96491,BTC
2025-12-19 12:15:00+00:00,88203.02,88280.06,88057.59,88075.8,43.3928,BTC
2025-12-19 12:20:00+00:00,88075.8,88097.0,88000.0,88018.48,33.34957,BTC
2025-12-19 12:25:00+00:00,88018.48,88061.77,87995.9,88017.23,53.73445,BTC
2025-12-19 12:30:00+00:00,88017.24,88080.0,87961.59,88030.8,58.99547,BTC
2025-12-19 12:35:00+00:00,88030.8,88063.43,87986.41,87993.61,76.55281,BTC
2025-12-19 12:40:00+00:00,87993.62,88048.03,87981.94,88046.81,39.88376,BTC
2025-12-19 12:45:00+00:00,88046.81,88147.27,88046.81,88131.41,49.23011,BTC
2025-12-19 12:50:00+00:00,88131.41,88131.42,87847.13,87918.3,152.09116,BTC
2025-12-19 12:55:00+00:00,87918.29,87991.24,87846.03,87855.92,88.93847,BTC
2025-12-19 13:00:00+00:00,87855.92,88017.96,87855.91,87979.99,96.86554,BTC
2025-12-19 13:05:00+00:00,87980.0,88047.53,87944.4,87946.3,48.1936,BTC
2025-12-19 13:10:00+00:00,87946.31,88018.14,87889.45,88002.05,45.66691,BTC
2025-12-19 13:15:00+00:00,88002.05,88050.0,87943.54,87985.22,33.76599,BTC
2025-12-19 13:20:00+00:00,87985.21,88056.98,87906.89,88000.68,54.97431,BTC
2025-12-19 13:25:00+00:00,88000.67,88054.77,87994.6,88041.52,55.00746,BTC
2025-12-19 13:30:00+00:00,88041.53,88096.23,87825.19,87913.57,99.17843,BTC
2025-12-19 13:35:00+00:00,87913.57,88220.41,87913.56,88111.18,138.74874,BTC
