timestamp,open,high,low,close,volume,symbol
2025-12-19 09:45:00+00:00,1.8649,1.8649,1.863,1.8635,185124.4,XRP
2025-12-19 09:50:00+00:00,1.8635,1.8652,1.8618,1.8643,199903.4,XRP
2025-12-19 09:55:00+00:00,1.8643,1.8655,1.8639,1.865,174139.2,XRP
2025-12-19 10:00:00+00:00,1.8651,1.8692,1.865,1.8691,285408.5,XRP
2025-12-19 10:05:00+00:00,1.8691,1.8691,1.8618,1.8625,485906.5,XRP
2025-12-19 10:10:00+00:00,1.8626,1.8687,1.8625,1.8678,193037.5,XRP
2025-12-19 10:15:00+00:00,1.8678,1.8689,1.8661,1.8676,254853.8,XRP
2025-12-19 10:20:00+00:00,1.8676,1.8676,1.8625,1.8641,198618.8,XRP
2025-12-19 10:25:00+00:00,1.8641,1.866,1.8627,1.8639,228168.2,XRP
2025-12-19 10:30:00+00:00,1.8638,1.8668,1.8638,1.8652,277164.4,XRP
2025-12-19 10:35:00+00:00,1.8652,1.8654,1.8643,1.8651,117710.8,XRP
2025-12-19 10:40:00+00:00,1.8651,1.8671,1.8648,1.8652,154768.3,XRP
2025-12-19 10:45:00+00:00,1.8653,1.8667,1.8646,1.8648,241316.9,XRP
2025-12-19 10:50:00+00:00,1.8648,1.8661,1.8642,1.8654,171992.7,XRP
2025-12-19 10:55:00+00:00,1.8654,1.8676,1.8645,1.8673,164892.5,XRP
2025-12-19 11:00:00+00:00,1.8672,1.8685,1.8642,1.8646,240119.0,XRP
2025-12-19 11:05:00+00:00,1.8646,1.8656,1.8639,1.8642,109123.5,XRP
2025-12-19 11:10:00+00:00,1.8642,1.8694,1.8636,1.8686,201588.8,XRP
2025-12-19 11:15:00+00:00,1.8685,1.8687,1.8655,1.8656,128948.2,XRP
2025-12-19 11:20:00+00:00,1.8656,1.8691,1.8654,1.8668,180192.7,XRP
2025-12-19 11:25:00+00:00,1.8668,1.8688,1.8662,1.8674,211481.8,XRP
2025-12-19 11:30:00+00:00,1.8675,1.8714,1.8668,1.8713,370797.1,XRP
2025-12-19 11:35:00+00:00,1.8713,1.8713,1.8658,1.8676,146179.4,XRP
2025-12-19 11:40:00+00:00,1.8675,1.8706,1.8675,1.8703,55101.5,XRP
2025-12-19 11:45:00+00:00,1.8703,1.8718,1.87,1.8716,68724.3,XRP
2025-12-19 11:50:00+00:00,1.8715,1.8722,1.8698,1.8705,177511.0,XRP
2025-12-19 11:55:00+00:00,1.8704,1.8706,1.8698,1.8705,54193.9,XRP
2025-12-19 12:00:00+00:00,1.8705,1.8722,1.8662,1.867,289746.5,XRP
2025-12-19 12:05:00+00:00,1.867,1.8681,1.8657,1.8667,213726.1,XRP
2025-12-19 12:10:00+00:00,1.8666,1.8748,1.8665,1.8734,364184.3,XRP
2025-12-19 12:15:00+00:00,1.8733,1.8752,1.8709,1.8727,195687.1,XRP
2025-12-19 12:20:00+00:00,1.8727,1.874,1.8721,1.8737,265992.4,XRP
2025-12-19 12:25:00+00:00,1.8737,1.8761,1.8734,1.874,123468.0,XRP
2025-12-19 12:30:00+00:00,1.874,1.8758,1.8713,1.8748,172721.1,XRP
2025-12-19 12:35:00+00:00,1.8749,1.875,1.8721,1.8729,222947.2,XRP
2025-12-19 12:40:00+00:00,1.8729,1.8803,1.8721,1.8785,922168.7,XRP
2025-12-19 12:45:00+00:00,1.8785,1.8879,1.8785,1.887,523985.8,XRP
2025-12-19 12:50:00+00:00,1.887,1.887,1.8791,1.8798,504444.8,XRP
2025-12-19 12:55:00+00:00,1.8799,1.8807,1.8775,1.8801,246632.4,XRP
2025-12-19 13:00:00+00:00,1.8802,1.884,1.8802,1.8821,221092.9,XRP
2025-12-19 13:05:00+00:00,1.8821,1.8832,1.8781,1.8781,177638.9,XRP
2025-12-19 13:10:00+00:00,1.8781,1.8842,1.8781,1.8833,178469.2,XRP
2025-12-19 13:15:00+00:00,1.8834,1.8851,1.8811,1.8822,264301.8,XRP
2025-12-19 13:20:00+00:00,1.8822,1.8825,1.8795,1.881,243043.0,XRP
2025-12-19 13:25:00+00:00,1.8811,1.8817,1.8796,1.8796,215193.4,XRP
2025-12-19 13:30:00+00:00,1.8797,1.8799,1.8698,1.8712,1025585.9,XRP
2025-12-19 13:35:00+00:00,1.8712,1.8764,1.8712,1.8751,394540.0,XRP
2025-12-19 13:40:00+00:00,1.875,1.8759,1.8718,1.8732,573548.3,XRP
2025-12-19 13:45:00+00:00,1.8732,1.8732,1.8695,1.8699,359738.0,XRP
2025-12-19 13:50:00+00:00,1.8699,1.8712,1.8693,1.8708,1013515.7,XRP
2025-12-19 13:55:00+00:00,1.8708,1.8712,1.8635,1.8673,651329.8,XRP
2025-12-19 14:00:00+00:00,1.8673,1.8719,1.8655,1.8714,512567.4,XRP
2025-12-19 14:05:00+00:00,1.8715,1.8779,1.8714,1.8774,933570.1,XRP
2025-12-19 14:10:00+00:00,1.8773,1.8798,1.8758,1.8772,350987.7,XRP
2025-12-19 14:15:00+00:00,1.8771,1.8815,1.8726,1.8736,489316.3,XRP
2025-12-19 14:20:00+00:00,1.8735,1.8747,1.8705,1.8709,319582.6,XRP
2025-12-19 14:25:00+00:00,1.8709,1.8735,1.8656,1.872,718626.5,XRP
2025-12-19 14:30:00+00:00,1.8719,1.8764,1.8672,1.8685,1007619.8,XRP
2025-12-19 14:35:00+00:00,1.8686,1.8713,1.8646,1.8661,1043762.7,XRP
2025-12-19 14:40:00+00:00,1.8662,1.889,1.8643,1.8888,1293968.1,XRP
2025-12-19 14:45:00+00:00,1.8889,1.8903,1.8751,1.8753,1458337.0,XRP
2025-12-19 14:50:00+00:00,1.8753,1.8764,1.8712,1.8722,746303.2,XRP
2025-12-19 14:55:00+00:00,1.8722,1.879,1.872,1.8772,349100.5,XRP
